text;author
"THE vibrant hues of beautiful plumage are often borrowed. Flamingos, for example, owe their pinkness to chemicals called carotenoids that are made by bacteria known as blue-green algae. The birds, when feeding, both ingest these bacteria directly and consume small crustaceans that themselves subsist on such bacteria. Blue-footed boobies obtain their eponymous colour similarly, via the fish they eat. Carotenoids, though, are dual-use molecules. Besides being pigments, they also help to stimulate the immune system. If a bird is troubled by parasites or pathogens its immune system will thus use up some of its carotenoid stock defending against these interlopers, and its colour will suffer. If it is parasite-free, by contrast, most of the carotenoids it consumes will be used to create colour. This is a difference that potential mates notice and act on, as dozens of experiments have proved. But a study just published in Naturwissenschaften has gone beyond these observations and shown that bright plumage is also an indicator of a healthy digestive system. Upgrade your inbox and get our Daily Dispatch and Editor's Picks. Wild animals live in a world of constant food scarcity. Squeezing every last calorie and nutrient molecule from what they eat is crucial to their survival. Since carotenoids are obtained as part of this digestive process, Tuul Sepp of Arizona State University and her colleagues wondered if plumage brilliance might therefore be a reliable signal of the efficiency with which a bird extracts goodness from its food. To assess that she turned to a test called the ""acid steatocrit"". This involves collecting an animalÉ??s faeces, mixing them with perchloric acid to liberate the fat molecules within, centrifuging the mixture and then measuring the thickness of the fatty layer which has accumulated at the top. The thinner this layer, the more efficiently the animal in question has been digesting any fats it has eaten. Since most carotenoids are bound to fatty molecules called lipoproteins, Dr Sepp reasoned that those birds which the test suggests are collecting fats efficiently from their food will also be brightly coloured. To investigate this idea, she and her colleagues collected 36 male house finchesÉ??birds known for having brilliant red breasts. They photographed their captives and held them in cages for a short time, in order to collect some faeces from each. They then ran the images of the birdsÉ?? breasts through a computer to analyse how red they were, and studied a sample of each birdÉ??s faeces using the acid steatocrit test. The result was that there is indeed a correlation between the brilliance of a birdÉ??s breast and the efficiency of its fat digestion. If Dr SeppÉ??s computer can see this, it seems likely female house finches can, tooÉ??and will thus have yet another reason to pick the mates with the prettiest plumage.";human
"Tom Holland and Jake Gyllenhaal have a serious bromance going on, but you wonÉ??t see them in the gym together anytime soon. The actors, who share the big screen together in Spider-Man: Far From Home, have developed a close friendship, but as Holland, 23, revealed on The Late Show with Stephen Colbert on Monday, one workout with Gyllenhaal, 38, was enough. Gyllenhaal pushed an apprehensive Holland into working out together. ""I have to be honest, I didnÉ??t want to go, because Jake Gyllenhaal is ripped,"" Holland told Stephen Colbert. ""And IÉ??m really competitive, IÉ??m not Jake Gyllenhaal, heÉ??s a big guy."" Still, Holland joined Gyllenhaal for a workout while they were doing press in China. ""We start working out, weÉ??re doing ab exercises and leg exercises, and then he turns to me and he goes É??Tom, do you want to hop on the treadmill and warm up?É?? "" Holland recalled. ""And IÉ??m like, É??Warm up? IÉ??m roasting mate, IÉ??m finished.É?? "" But at GyllenhaalÉ??s request, they ran a mile, and a newly confident Holland insisted they bump up to two miles. ""IÉ??m like, É??A mile? What are we, pressed for time? CÉ??mon, letÉ??s do two.É?? So immediately I am regretting suggesting doing two miles,"" Holland told Colbert. ""And thereÉ??s, like, a law in the gym that you canÉ??t run slower than the guy next to you. You just canÉ??t. So IÉ??m running next to him, two minutes in IÉ??ve got a stitch, IÉ??m wishing everything was over. But thereÉ??s nothing thatÉ??s going to get me off of this treadmill. I will beat Jake Gyllenhaal in this race."" Gyllenhaal kept pushing Holland to up the incline, and the young actor pretended to be on board. ""HeÉ??s like, É??LetÉ??s do 3.5 ,É?? and IÉ??m like, É??Dude, letÉ??s do 4! Why 3.5? Why stop there?É?? "" Holland said. However, the intense workout soon caught up with Holland. While doing press for the Marvel film later that day, he struggled to even walk, to the point where other people were noticing É?? but it made for a solid joke. ""Genuinely, IÉ??m sitting there and a journalist goes, É??WhatÉ??s wrong with you?&apos"" Holland said. ""I said, É??Well, I do all of my own stunts.É?? "" Holland and Gyllenhaal have been traveling the world together for their press tour for Spider-Man: Far From Home, and have formed a tight bond in the process. Earlier this month, Gyllenhaal had high compliments for the British actor while on The Ellen Degeneres Show.  ""Who is the sexiest Avenger?"" Degeneres asked him, to which he quickly replied, ""Spider-Man,"" referring to his costar Holland. Spider-Man: Far From Home É?? which also stars Zendaya, Cobie Smulders, and Samuel L. Jackson É?? is in theaters July 2.";human
"Chris Stapleton, in his breakthrough year, took home more hardware at the Academy of Country Music Awards on Sunday, winning Male Vocalist of the Year, Album of the Year with ""Traveller"" and Song of the Year with ""Nobody to Blame."" Before success on his own, the bearded, Kentucky-born singer wrote or co-wrote six number one hits for some of countryÉ??s biggest stars. His 2015 debut studio album ""Traveller"" also won a Grammy Award earlier this year for Best Country Album.. ""Thank you everybody and thank you for being so kind to me,"" he said after winning best male vocalist. In other major awards, Jason Aldean won Entertainer of the Year. Miranda Lambert won the Female Vocalist of the Year Award and took the stage to perform ""Tush"" with Keith Urban and ZZ TopÉ??s Billy Gibbons. The Country Music awards show held in Las Vegas got off to a raucous start with co-host Luke Bryan performing ""HuntinÉ??, FishinÉ?? And LovinÉ?? Every Day."" He was later joined on stage by Blake Shelton, with whom he had co-hosted the awards since 2013. This year, Shelton was replaced by Dierks Bentley. When Bentley came on stage with Bryan, Shelton joined in and said: ""Good luck tonight boys."" He then turned to Bryan and said, ""YouÉ??re a dumbass."" Bentley and Bryan then joked about how everyone in Nashville wanted to take credit for StapletonÉ??s success. Country music legend Dolly Parton also took to the stage to perform a melody of ""Coat of Many Colors,"" ""Jolene"" and ""9 to 5"" with pop music giant Katy Perry. Eric Church, in a performance of his song ""Record Year,"" paid tribute to musicians who died in the past year including David Bowie, Stone Temple Pilots vocalist Scott Weiland, Motorhead bass player Lemmy and Eagles guitarist and vocalist Glenn Frey. Kelsea Ballerini won the New Female Vocalist of the Year award. Thomas Rhett won Single Record of the Year with the song ""Die a Happy Man."" Florida Georgia Line won the Vocal Duo of the Year while Little Big Town won Vocal Group of the Year.";human
"Police found eight people dead and 30 others suffering from injuries inside a semi truckÉ??s trailer in a Walmart parking lot in San Antonio, Texas, early Sunday morning, according to multiple reports. Two more people later died in a hospital. In what officials are describing as a possible human trafficking crime, authorities said a Walmart employee called the police after a person who appeared to be distressed asked for water, KENS5 reported. The person also reportedly told the employee that there were people inside a trailer who needed help. When police arrived on the scene around 12:30 a.m. Sunday, they searched the trailer and found people with varying injuries. Firefighters, at least 29 fire units and two AirLIFE choppers responded to the scene, KENS5 reported. The driver has reportedly been detained. Police said 17 victims were taken to University Hospital and San Antonio Military Medical Center with life-threatening injuries. Those with non-life threatening injuries were taken to five other area hospitals, KENS5 reported. Eight victims were pronounced dead at the scene and officials said all of those found dead are believed to have died as a result of heat exposure/asphyxiation, KENS5 reported. The four youngest victims range in age from 10 to 17-years-old. At least one of them is in serious condition. A U.S. official says the death toll from people found in the back of a sweltering tractor-trailer in the parking lot of a San Antonio Walmart has risen to 10. Thomas Homan, acting director of U.S. Immigration and Customs Enforcement, told The Associated Press that two people later died in a hospital. Homan also said that there may have been up to 100 people in the truck. Authorities believe this was a smuggling attempt and San Antonio police say that U.S. Immigrant and Customs Enforcement agents were also called to the scene, KENS5 reported. The driver of the truck was arrested and could face federal and state charges, ABC News reports. San Antonio Police Chief William McManus said they are still investigating where the truck came from. A surveillance video shows a number of vehicles entering the parking lot to pick ""up lots of folks that were in that trailer that survived the trip,"" McManus told ABC News. ""WeÉ??re looking at a human trafficking crime here,"" McManus said. The truck reportedly had no working air-conditioning, and temperatures topped 100-degrees Fahrenheit, ABC News reported. San Antonio Fire Chief Charles Hood said that after the trailer was discovered, a ""mass casualty incident"" was called. Hood also said that some of those with injuries related to heat stroke may result in brain damage, reported. ""With heat strokes or heat injuries, a lot of them are going to have some irreversible brain damage,"" Hood said. The San Antonio Police Department did not respond to a request for comment.    ";human
"After Iraqi forces moved in to oil-rich Kirkuk over the weekend, Kurds have started fleeing the disputed area, some heading for the Kurdish capital of Erbil, 60 miles to the north, per NPR. Prime Minister Haidar al-Abadi said it was necessary to send in troops to ""protect the unity of the country, which was in danger of partition""É?? this comes about a month after Kurds voted overwhelmingly for independence, a vote al-Abadi said was unconstitutional. The U.S. factor: The U.S. supports both the Kurdish forces, the Peshmerga, and Iraqi government forces in the fight against ISIS, and has provided both sides with weapons. The U.S., like Baghdad, opposed the Kurdish referendum vote and today the U.S. Embassy in Baghdad stuck to the State Department line, urging all parties to remember ""ISIS remains the true enemy of Iraq."" Big picture: Recall, the Peshmerga took over Kirkuk in 2014 after ISIS knocked out the Iraqi army in the area. The latest developments indicate that areas captured from ISIS are ripe for conflict over territorial control, per the BBC's Jonathan Marcus. Baghdad can say it's returning things to the way they were before ISIS, but the Kurds can claim majority support. What's happening: Iraqi forces have moved into airports, a military base, and into major oil fields near the city. Kurdish party headquarters have been abandoned. Kurdish officials said the Iraqi army had launched a ""major, multi-prong attack,"" reporting clashes on the outskirts of the city, including burnt houses and ""lots of casualties,"" per Peshmerga spokesman Brig Gen Bahzad Ahmed, although the BBC notes the account couldn't be verified. Peshmerga general command said Abadi's government ""should pay a heavy price"" for its behavior. The Iraqi government claimed the PKK, Turkey's Kurdish insurgents, had arrived in Kirkuk, and said that would be tantamount to war, per the AP.";human
"Broadway star Megan Hilty is pregnant with her second child É?? a little boy! And the thing sheÉ??s looking forward to most when baby number two arrives has everything to do with her firstborn. ""IÉ??m really excited to see our daughter as a big sister,"" Hilty, 35, tells PEOPLE of her 2-year-old little girl Viola Philomena with husband Brian Gallagher. ""I think sheÉ??s gonna be a great big sister. IÉ??m really excited about that,"" continues the actress and singer, whose new holiday album A Merry Little Christmas is available now. Hilty and her musician husband announced their second baby on the way in September, with a hilarious Instagram announcement showing Gallagher ""drinking for two"" and Hilty ""eating for two."" ""We always have to do something silly,"" Hilty explains. ""We canÉ??t take ourselves seriously at all."" She adds that she got the matching T-shirts from ZoeyÉ??s Attic. ""I thought they were amazing, and I was like, É??We can take such a great picture with this.É?? "" When asked what the family É?? known for their expressive holiday photos É?? has up their sleeve for this Christmas, Hilty admits their busy schedule has influenced their photo plans. ""This one, because we were moving and everything, it has a moving theme,"" she explains. ""So weÉ??re surrounded by our actual boxes. The kidÉ??s in a box, the dogÉ??s in a box. EverybodyÉ??s wrapped in bubble wrap."" A Merry Little Christmas is available now on Amazon, iTunes and CD Baby.";human
"The FBI is assisting San Diego County police in the investigation into a shooting in Chabad of Poway Synagogue, which killed 1 woman and wounded 3 people Saturday. Details: Poway Mayor Steve Vaus said to MSNBC it's a ""hate crime."" County Sheriff William Gore said the only suspect is 19-year-old John Earnest. They're investigating reports of a link to an anti-Semitic online manifesto and his possible involvement in the arson and vandalism of a mosque in Escondido, Gore said. The backdrop: In an online post an hour before the synagogue shooting, a person identifying themselves as John Earnest, a nursing school student, claimed responsibility for the Escondido Mosque attack. The poster praised the New Zealand mosques massacre and the Tree of Life Synagogue, Pittsburgh, mass shooting. California State University, San Marcos, confirmed to AP there's a student fitting that description listed with them. The big picture: The shooting occurred about 11:30 am during a celebration on the final day of the Jewish holiday Passover. Gore said a man entered the synagogue and opened fire on worshippers with an AR-type assault weapon. An off-duty Border Patrol agent inside the synagogue shot at the suspect, failing to hit him but striking his car, he said. Rabbi Yisroel Goldstein was shot in the hand, and tried to calm the gunman afterward, according to MSNBC. He had surgery after suffering defensive wounds to his index fingers.  A 34-year-old man and a minor patient hit by shrapnel from bullets were being treated in hospital but ""doing well,"" Palomar Health said. Police said there were no known threats to religious gatherings, but officers would step up patrols at places of worship this weekend.";human
"Fatherhood has changed everything for Justin Timberlake É?? including his music. The singerÉ??s upcoming Man of the Woods is his first new album since welcoming son Silas Randall with wife Jessica Biel in April 2015, and the 2?´-year-old served as an unexpected inspiration. Timberlake told Beats 1É??s Zane Lowe that he was talking with Pharrell Williams and Chad Hugo of N.E.R.D. about where to begin with the new music when they began to chat about parenthood. ""I named after my grandfather and my great-grandfather. My parents divorced when I was young, my grandfather was very much a father figure to me,"" he explained. ""But obviously, from two generations removed, just tough as nails, and like, É??I donÉ??t need to go to the doctor,É?? "" adds Timberlake, 36, joking, ""And IÉ??m like, É??I need my ENT,É?? you know."" Williams asked what the name É??SilasÉ?? meant, and Timberlake had to admit that he didnÉ??t know. ""I literally just went on Google É??the meaning of the name Silas,É?? "" he shares. ""It sent me to this site and it said of Latin origin meaning É??man of the woods.É?? "" Timberlake adds, ""We were having all these discussions and he goes, É??Man, you know what, thatÉ??s a really really good name for a song.É?? And I was like, É??ThatÉ??s a really good name for an album.É?? "" "" É??Man of the Woods,É?? the title track, was the first song we wrote for this album and the whole thing just took flight from there,"" he reveals. FROM PEOPLETV: Grammy News and Notes: Album of the Year Nominees The ""Filthy"" singer also feels that his upcoming album É?? which will be released Feb. 2, just days before he takes the stage for the Super Bowl LII halftime show É?? is deeply personal and shows how heÉ??s matured since becoming a father. ""I talk about everything before Man of the Woods is aspiration and then Man of the Woods really is inspiration because when you have kids, all of a sudden youÉ??re faced with your own childhood, good and bad,"" he explains. ""And, É??Am I going to completely mess this kid up?É?? "" Timberlake continues, ""I feel like the success of parenthood is feeling like I failed all day today, but I get to wake up tomorrow and do it again É?? and hopefully they turn out to be a good human being."" Man of the Woods drops Feb. 2, but is available for pre-order now.";human
"Shawn Mendes is back with new music and opening about his secret battle with anxiety. On Thursday, the Canadian pop star, 19, released his guitar-driven single, ""In My Blood."" ""It was kind of something that hit me within the last year. Before that, growing up, I was a pretty calm kid, super steady,"" Mendes told Beats 1É??s Zane Lowe. ""I knew people who had suffered from anxiety and found it kind of hard to understand, but then when it hits you, youÉ??re like, É??Oh my God, what is this? This is crazy.É?? That song is complete truth and the best thing about it is, itÉ??s not all down. The whole reason I wrote this song was to be like, at the end, É??ItÉ??s not in my blood to do that.É??"" After rising to fame on the now-defunct social media platform Vine, Mendes released his debut album, Handwritten, in 2015. His breakout single ""Stitches"" hit the Billboard Top 40, and his sophomore record, Illuminate, launched him from pop heartthrob to celebrated singer-songwriter. The newfound fame fueled his anxiety É?? but heÉ??s doing all right today. ""Every time I play that song for someone, I go, É??Just so you know, IÉ??m okay. DonÉ??t worry about me, I promise, IÉ??m okay,&apos"" he said in the Beats 1 interview. ""But I walked in and I was like, the only way weÉ??re going to step up É?? regardless of my singing or the ways the melodies are or production É?? the only way things are going to get better is if itÉ??s more honest. And thatÉ??s why I started with the whole, É??laying on the bathroom floor.É?? Like, how raw can we get? And letÉ??s work back from there."" In a separate interview with SiriusXM, Mendes said his desire to top his chart-topping hits drove his new single. ""Day one, I went in and obviously, after the success of É??Holding Me BackÉ?? and É??Treat You BetterÉ?? and É??StitchesÉ?? and É??MercyÉ??: How do I surpass those?"" Mendes told SiriusXM Hits 1. ""For me, the only way I musically am going to get past those is if I can be honest, as honest as I possibly can. I got super vulnerable, wrote exactly what I was thinking at the time."" During a private album listening in New York City, just ahead the songÉ??s release, Mendes said he wrote ""In My Blood"" just after watching Kings of Leon, one of his favorite bands, perform on tour in Europe. Watching from just off stage, heÉ??d gotten to see how hits like ""Sex of Fire"" moved the crowd and said he went into the studio, determined to make something similarly anthemic. ""In My Blood"" is the first single off MendesÉ??s upcoming third LP.";human
"Sen. Chuck Grassley told reporters Wednesday that President Trump should ""pull out"" of NAFTA if the Democrat-controlled House doesn't support the renegotiated trade deal signed by the U.S., Mexico and Canada last November.  Between the lines, via Axios' Caitlin Owens: As the new chair of the Senate Finance Committee, Grassley will be responsible for shepherding the deal through the Senate. Withdrawing from NAFTA would be seen as the ultimate way to force the Democrats' hand when it comes to approving the trade deal, but it's a risky move. If Democrats don't fold and there ends up being no trade agreement with Canada and Mexico, the result would be complete economic chaos. Background: The revised deal, known as the United States-Mexico-Canada Agreement, still has to be approved by Congress and the Canadian and Mexican legislatures. USMCA contains modest changes from NAFTA, but Trump sees it as a major win after promising on the campaign trail to get rid of what he called the ""single worst trade deal ever approved."" But as the New York Times notes, House Democrats aren't likely to want to ""sign off on any deal that does not include significant changes that labor leaders and newly elected progressives are demanding. That could involve reopening negotiations with Mexico, although American and Mexican negotiators have both publicly ruled out that possibility."" ";human
"Formula One cars will have partially closed cockpits starting in 2017, confirming weeks of rumors about the change. The F??d??ration Internationale de l'Automobile, which runs the popular open-wheel racing series, announced the news today in a statement. The change will be made as a part of a bigger overhaul of the design of F1 cars scheduled to take place before the 2017 season, which the series does every few years. The new cars won't, however, use the fully closed cockpit or ""canopy"" design that it tested a few years ago. The cockpits will be partially closed off É?? though the FIA has yet to decide on a specific design. The ""Halo"" concept, created by Mercedes, is the leading choice ""All stakeholders are working together to make this a reality, with the 'Halo' concept currently the preferred option,"" the FIA's statement reads. ""Other options, such as transparent cockpit protection, will continue to be evaluated."" The halo concept leaked in the summer of 2015, just a few days after IndyCar driver Justin Wilson lost his life during a race when his head was struck by debris. It was originally conceptualized by Mercedes-Benz Motorsports, but the FIA took over the development process and began a round of testing in the fall. Other designs were reportedly tested, and the Red Bull Racing team also submitted its own similar design proposal last week.  The move has reportedly received a large amount of support from the Grand Prix Drivers' Association, a union that represents a number of F1 drivers. GPDA chairman Alex Wurz told Motorport.com last month that both ""experts and drivers agree that the halo should come in"" as long as the costs aren't too high. A number of drivers across racing disciplines have voiced support in the past, with the most recent example being Red Bull Racing driver Daniel Ricciardo. Not everyone is on board with the change, however. Driver Nico Hulkenberg recently told Motorsport.com that he thinks single-seater racing should remain an open cockpit sport. Closing cockpits is a divisive issue Jay Frye, the competition director for IndyCar, told Racer.com in January that the series is working on a closed cockpit solution as well. But issues like costs É?? which matters more in more budget-conscious series like IndyCar É?? means that implementation would likely be years away. IndyCar CEO Mark Miles went one step further when he spoke to the Motorsport Safety Foundation earlier this month. Miles said the series is ""working extensively with an unidentified international company"" but that no decision on materials or design has been made. ""It's not going to happen this year, for sure, and it's still too soon to say whether they'd be ready for 2017 or 2018,"" Miles told MSF. ""But we're pretty confident that it can be developed.""";human
"Three decades after Greenland exited what is now the European Union, some of its politicians and business leaders say the vast Arctic territory should consider rejoining because of its slowness to diversify the economy away from fish. BritainÉ??s referendum on June 23 about whether to stay in or quit the EU has revived debate about the future of Greenland, which in 1985 became the only member so far to leave after a 53-47 percent referendum vote. A collapse in global commodity prices has put on hold GreenlandÉ??s hopes of enticing billions of dollars of foreign investment from China and other nations to bolster its economy with projects such as in gold, rare earths, iron ore and oil. ""We should at least look into the option of rejoining,"" said Michael Rosing, a member of parliament for the Democrats, a junior member of the ruling coalition with four of 31 seats in parliament. Rosing said EU membership might be the best way to entice investment, for instance in infrastructure for ports and airports, as a step towards diversifying the fish-dependent economy of 56,000 people. Greenland is a part of the Kingdom of Denmark with self-government over domestic affairs while leaving defense and foreign policy to Copenhagen. It is one of 25 overseas countries and territories, including the Cayman Islands and French Polynesia, that have partnerships with the EU without being members. Greenlanders still have one foot in the EU because they are all citizens of Denmark despite pulling out of the European Community, the EUÉ??s forerunner. The North Atlantic island uses the Danish crown and has free trade with the EU under a treaty which, crucially for Greenland, gave it control of fishing grounds rich in prawns and halibut. Fisheries still account for about 90 percent of exports. Prime Minister Kim Kielsen and many Greenlanders want even more distance to the EU by seeking full independence from Denmark, a process he says will be achieved by ""future generations"" after an expansion of the economy into new areas such as mining, industry and tourism. ""The current situation is good,"" Kielsen said of ties to the European Union. ""We have a very good partnership with the EU currently in terms of education, fisheries and research."" Henrik Leth, chairman of GreenlandÉ??s biggest private company Polar Seafood and of the Danish Business Association, said a planned U.S.-EU free trade agreement could erase GreenlandÉ??s advantage of duty free access to the EU. ""What was worth a lot in 1985 is going to gradually disappear,"" he said. ""We have to investigate whether it would be a good thing to join the EU."" European Commission sources played down the threat of the U.S.-EU trade deal, saying Greenland exports prawns to the EU worth more than 450 million euros a year. By contrast, the EU buys U.S. prawns worth just 1 million euros. GreenlandÉ??s KNAPK association of fishermen and hunters opposes talk of rejoining, fearing Brussels would demand access to fishing grounds and oppose its hunts of seals and whales. ""We will rule our own waters,"" said Tonnes Berthelsen, deputy head of KNAPK. Ditte Sorknaes, chief executive of the Great Greenland company which produces seal skins used in everything from shoes to jackets, says exports to Europe have been hard hit by a plunge in demand linked to allegations of cruelty toward seals. ""Without a doubt it would have been easier"" to put GreenlandÉ??s case if it were in the EU, she said. The European Union provides about 31 million euros a year to Greenland, mainly to promote education, and 16 million euros a year to help develop fisheries. Since breaking from the EU, Greenland has relied heavily on cash from Denmark, currently a grant of 3.6 billion crowns a year. Alistair Scrutton/Mark Heinrich";human
"For the first time, scientists have identified a complex molecule in a distant part of the solar system, according to research published Thursday in the journal Science. The find brings scientists closer to solving a 30 year old astronomical mystery. Why it matters: The researchers identified benzonitrile, a molecule made of carbon, hydrogen and nitrogen, which is thought to be a building block for two other types of molecules that are possible precursors for life on Earth. By finding it É?? and developing a technique precise enough to identify specific molecules in distant space É?? scientists are closer to understanding the types of material that may form planets and the composition of our universe. The mystery: 30 years ago, scientists saw bands of infrared light in many places in interstellar space that couldnÉ??t be explained. They suspected large groups of two molecules É?? polycyclic aromatic nitrogen heterocyles and polycyclic aromatic hydrocarbons É?? could be responsible. By one estimate, 20% of the carbon in the universe is bound up in a PAH. On Earth, theyÉ??re considered a carcinogen, and are produced when things burn É?? like fossil fuels. Both PAH and PANH are potential precursors to life on Earth but are extremely hard to find in interstellar space so researchers instead chose to hunt for its precursor benzonitrile. Identifying it brings them closer to solving that mystery. Additionally, Brett McGuire and his team at the National Radio Astronomy Observatory  noted that benzonitrile could, itself, be involved in the creation of the mysterious infrared bands. "" can form the seeds for interstellar dust. This dust eventually forms rings and planets,"" McGuire said in a press conference. Additionally, they contain carbon and hydrogen, which are essential for life. When exposed to radiation, they could break down to form life's building blocks, said McGuire. How they did it:  The study authors pointed the Green Bank Telescope at a distant molecular cloud in the Taurus region, and precisely measured the wavelengths the telescope absorbed. They were able to identify a number of molecules, including benzonitrile. Then, they performed a series of lab experiments to confirm that benzonitrile does, indeed, produce the wavelengths seen in Taurus. One cool thing: Aromatic molecules arenÉ??t called that because of what they smell like, but for the type of bonds they form. BUT: for the curious, benzonitrile smells like almonds.";human
"A coalition of British industry groups and education bodies, worried by the prospect of Brexit worsening skills and labour shortages, has called for the next prime minister to relax proposed reforms of the immigration system. The #FullStrength campaign said on Wednesday it had written to both Boris Johnson, frontrunner to be the next leader of the Conservative Party and prime minister, and his rival, foreign minister Jeremy Hunt, calling for the government they would lead to lower the salary threshold proposed in draft immigration legislation from 30,000 pounds to 20,000. In December, Britain set out in a policy paper the biggest overhaul of its immigration policy in decades, ending special treatment for European Union nationals. Concern about the social and economic impact of immigration helped drive BritainÉ??s 2016 referendum vote to leave the EU. #FullStrength brings together bodies including London First, techUK, the British Retail Consortium, the Recruitment & Employment Confederation, UKHospitality, the Federation of Master Builders and Universities UK. Collectively they represent tens of thousands of businesses and employ millions of workers across all sectors and regions of Britain. Their joint letter said more than 60% of all jobs in the UK currently fall under the proposed 30,000-pound salary threshold, highlighting the risk in setting the future level too high for vital services such as health and social care. The coalition also wants the government to extend the temporary work route for overseas workers from one year to two years, revise the sponsorship model to make it easier for firms of all sizes to bring in the overseas talent they need, and reinstate the two-year, post-study visa for international students to work in Britain post-graduation. ""Without the ability to access international talent, many of our world-class sectors are at significant risk,"" the joint letter said. ""As the UK prepares to leave the EU in the near future, it is imperative that the government puts in place measures that will avoid employers facing a cliff-edge in recruitment, and works towards building a successful economy that is open and attractive."" Johnson has pledged that Britain will leave the EU with or without a transition deal on Oct. 31 if he becomes prime minister, while Hunt has said that he would, if absolutely necessary, go for a no-deal Brexit.";human
"Sorry to break it to you, but your trusty vitamin D and fish oil supplements probably arenÉ??t going to prevent you from developing cancer or heart problems. ThatÉ??s according to a large, highly anticipated study called VITAL É?? a Vitamin D and Omega-3 Trial É?? published in the New England Journal of Medicine and presented at this yearÉ??s American Heart Association Scientific Sessions. Given the popularity of these supplements, researchers have been eager to know their true benefits É?? and itÉ??s not looking great. Among nearly 26,000 healthy adults followed for around five years, supplementing with vitamin D or with fish oil did not lower cancer diagnoses or cardiovascular events defined as strokes, heart attacks or deaths from heart disease É?? compared to taking a placebo. The study participants É?? men age 50 and older and women 55 and up É?? took 2,000 international units of vitamin D and 1 gram per day of omega-3 fatty acids. VITAL is considered the largest such study of vitamin D and the only one like it around fish oil. However, itÉ??s not all bad news for vitamin D and fish oil. In people taking vitamin D supplements for at least two years, researchers found a 25% lower chance of death from cancer. And while fish oil didnÉ??t reduce the rate of all those serious heart problems combined, it did seem to lower a personÉ??s chance of a heart attack, specifically. That reduction was even higher in people who donÉ??t get as much fish in their diets and in African-Americans. ""If this finding is confirmed and replicated, it may point to a very promising approach to reducing coronary risk among African-Americans,"" lead author JoAnn Manson, MD, DrPH, chief of the division of preventive medicine at Brigham and WomenÉ??s Hospital in Boston, said in a statement. ""We plan to follow these participants for the next several years to see if this signal becomes stronger."" These so-called ""secondary end points"" in the scientific world will need to be researched more rigorously in studies specifically designed to tease out more details and should be interpreted with ""caution,"" according to an editorial published alongside the new study. Manson and her co-authors write that they plans to publish more results examining how the supplements may affect autoimmune disorders, diabetes, cognition and other specific conditions. The researchers point out that there were no serious adverse events in the study, meaning thereÉ??s likely no major danger in continuing to take vitamin D or fish oil if you already do. Of course, vitamin D is still important for bone health É?? but keep in mind that what classifies as ""adequate"" or ""deficient"" vitamin D levels is still up for debate, and you may be getting plenty without supplements. Complicating matters more is another study also published in the NEJM and presented at the AHA meeting. This study, named REDUCE-IT, found that people taking a 4-gram daily dose of a prescription drug made from a derivative of an omega-3 fatty acid did benefit from a lower risk of serious cardiovascular problems compared to people given a placebo. However, STAT News reported, because of a concern that the mineral oil in the placebo pill could have caused heart problems, the benefit to heart health may not be as impressive as it initially seemed. As for what does help lower your risk for heart problems and cancer, make sure youÉ??re eating a balanced, nutritious diet, getting plenty of exercise, and maintaining a healthy weight. And if you smoke, quitting can help reduce your risk of both heart disease and cancer.";human
